başlık,özet,tür,vizyon_tarihi,oyuncular,yönetmen,resim_link
Prizzi’nin Gururu,"Sinemanın adı çok geçmeyen ama bir bakıma hakkı yenmiş sayabileceğimiz efsane sarışınlarından Kathleen Turner'ın, Anjelica Huston ile sahnede fırtına gibi estiği dönemlerden miras kalan Prizzi'nin Gururu, sağlam bir suç filmi... Güçlü bir ganster ailesi olan Prizziler için suikastçilik yapan Charley'in, ailenin torunlarının düğününde tanıştığı sarışın bir kadına aşık olmasıyla tüm olayların seyri değişecektir. Zira yıllardır birlikte olduğu Prizzi Ailesi'nin kızları Maerose'i bırakıp adının Irene olduğunu öğrendiği bu kadının peşinden gider. Tabi bu durumda işler bir hayli birbirine dolanacaktır. Çünkü Irene'nin de aslında kendisi gibi bir suikastçi olduğunu farkeder... Kahramanımızın Prizzi Ailesi'ne ihanet ettiğini öğrendiğinde ikili için işler epey karışacaktır. Irene'yi öldürmek zorunda kalan Charley işiyle aşkı arasında bir seçim yapmak zorundadır. John Huston'ın yönettiği 8 dalda Oscar adayı olan film, Anjelica Huston'a da yardımcı kadın oyuncu ödülü getirmişti.","['Komedi', 'Polisiye', 'Dram', 'Romantik']",None,"['Jack Nicholson', 'Kathleen Turner', 'Robert Loggia']",['John Huston'],https://tr.web.img2.acsta.net/c_310_420/medias/nmedia/18/81/01/15/19554259.gif
World War Z 2,"Max Brooks'un romanından beyaz perdeye uyarlanan 2013 yapımı World War Z'in devam filminde başrolde bir kez daha Brad Pitt'i izleyeceğiz. Filmin hikayesi, kaynağı bilinmeyen bir zombi virüsünün, insanlığı büyük bir felakete sürüklemesi üzerinden devam ediyor. İlk filmin yönetmeni Marc Forster'dan yönetmen koltuğunu devrelan isim The Orphanage (2007) ve The Impossible (2012) filmleriyle dikkat çeken Katalunyalı yönetmen Juan Antonio Bayona. Senaryado ise ilk filmin kalabalık senarist kadrosundan farklı olarak yalnızca Steven Knight bulunuyor.","['Aksiyon', 'Fantastik']",None,None,None,https://tr.web.img4.acsta.net/c_310_420/pictures/15/06/16/10/47/237529.jpg
Ertuğrul 1890 - Kainan 1890,"Film, iki ülkenin, Japonya-Türkiye, dostluğunu pekiştiren iki tarihi olayı anlatır. 1887 yılında Japon heyetinin İstanbul’u ziyaret etmesinin ardından Osmanlı firkateyni olan Ertuğrul Japonya’ya gider. Ertuğrul Japonya’dan geri dönmek için yola çıktığında ise kayalıklara çarpar ve 681 kişiyle sulara gömülür. Firkateynden yalnızca 69 kişi sağ kalır, yaralılar sahile ulaştığında Japon köylüler tarafından misafir edilirler. İlerleyen yıllarda Türk-Japon dostluğuna atfen kazanın yaşandığı bölgeye anıt dikilir. 1985 yılında İran-Irak savaşı esnasında ise; Saddam’ın emriyle Tahran havaalanının 24 saat içinde kapatılacağı duyurur. Bunun üzerine Japonya dışında bütün ülkeler uçaklarını göndererek kendi vatandaşlarını Tahran’dan çıkarır. Bu durumu öğrenen dönemin başbakanı Turgut Özal’ın talimatıyla, Tahran’dan tanınan sürenin bitimine yakın pilot Ali Özdemir’in yönettiği Türk uçağı Tahrandaki 215 Japon yolcuyu kurtarır.   Bu tarihi gerçeklerden yola çıkan Japonya ve Türkiye ortak yapımı filmin kadrosunda Seiyou Uchino, Kenan Ece, Shioli Kutsuna, Alican Yücesoy, Yui Natsukawa, Uğur Polat, Yukiyoshi Ozawa, Mehmet Özgür, Deniz Oral ve Tamer Levent gibi isimler bulunuyor.","['Tarihi', 'Dram']",25 Aralık 2015,"['Masaaki Uchino', 'Kenan Ece', 'Shioli Kutsuna']",['Mitsutoshi Tanaka'],https://tr.web.img2.acsta.net/c_310_420/pictures/20/04/28/08/58/5097015.jpg
Wasabi,"Hutbert, Fransa'nın başkenti Paris'te polis dedektifi olarak görev yapmaktadır. Bir kriz anında kendi emniyet müdürünün oğlunu döver ve kısa sürede izne gönderilir. Bu esnada yirmi yıl evvel beraber olduğu bir Japon kadının öldüğünü öğrenir ve bir çağrı üzerine Japonya'ya gider. Kadın çok sevgili, eski sevgilisine önemli bir vasiyet bırakmıştır. Bu vasiyet zavallı Hutbert'e beladan başka hiçbir şey getirmeyecektir.","['Aksiyon', 'Komedi']",28 Haziran 2002,"['Jean Reno', 'Michel Muller', 'Ryoko Hirosue']",['Gérard Krawczyk'],https://tr.web.img2.acsta.net/c_310_420/pictures/bzp/02/36284.jpg
The Condemned,"Central Amerikan hapishanesindeki tutuklulardan biri olan Jack Conrad, ölüm cezasıyla hüküm giymiştir. Bu sırada cezasını çekmeyi beklemekte olan olan son derece varlıklı bir televizyon yapımcısı tarafından satın alınır. Ortada son derece insanlık dışı bir proje söz konusudur. Jack Conrad, kendisi gibi hükümlü dokuz mahkumla birlikte ıssız bir adaya gönderilecektir. Bu adada aralarında oynanacak oyun ise kıyasıyla rekabet ve kan doludur. Her biri dünyanın başka yerlerinden birer katil olan mahkumlar, hayatta kalabilmek için birbirlerini öldürecek, sağ kalan son kişi ise özgürlüğüne kavuşacaktır.","['Aksiyon', 'Polisiye', 'Gerilim']",None,"['Steve Austin', 'Vinnie Jones', 'Nathan Jones']",['Scott Wiper'],https://tr.web.img4.acsta.net/c_310_420/pictures/bzp/02/126625.jpg
Kız Erkek Meselesi,"An gelir ve hayat, en çok yargıladıklarımızla sınar bizi. Birinden nefret ediyorsak illa ki vakti gelince onu anlamak zorunda kalırız. Filmde Nell ve Woody birbirlerine taban tabana zıt iki komşu olup birbirlerinden hiç hoşlanmazlar. Nell, sakin bir yaşamı sever, edebiyata düşkündür. Woody ise aksine çılgın yaşam meraklısıdır. Eğlence onun hayatının merkezindedir. Bu iki genç bir gün uyanır ve kabusla karşı karşıyadırlar. Bedenleri ile birlikte birbirlerine dönüşmüşledir. Şimdi önceki hırsları doğrultusunda birbirlerinin hayatlarını kabusa dönüştürmek için ellerinden geleni yapma fırsatıdır.","['Komedi', 'Romantik', 'Fantastik']",3 Ağustos 2007,"['Samaire Armstrong', 'Kevin Zegers', 'Emily Hampshire']",['Nick Hurran'],https://tr.web.img3.acsta.net/c_310_420/pictures/bzp/03/112353.jpg
Zaman Tüneli,"Alexander Hartdegen, oldukça çılgın bir bilim insanıdır. Kendi teorileri çerçevesinde zaman yolculuğunun kesinlikle mümkün olduğunu çevresindekilere anlatmaya ve ispatlamaya çabalamaktadır. Hartdegen'in bu yoğun takıntısı artık içerisinden çıkamadığı bir saplantı haline gelmiştir. Hartdegen bir şekilde geçmişini değiştirmek zorundadır. Mucidi olduğu zaman makinesini kullanır ancak bir komplikasyon nedeniyle 800.000 yıl sonrasına gider. Gelecek ise, insanoğlunu ileriye değil, geriye götürmüştür.","['Fantastik', 'Macera', 'Bilimkurgu', 'Aksiyon']",23 Ağustos 2002,"['Guy Pearce', 'Samantha Mumba', 'Jeremy Irons']",['Simon Wells'],https://tr.web.img4.acsta.net/c_310_420/pictures/bzp/03/29207.jpg
Hababam Sınıfı Dokuz Doğuruyor,"Haylaz öğrencilerle dolu Hababam sınıfına doğulu bir aşiret reisinin oğlu gelir. Yeni öğrenci Bilo, ilk geldiği andan itibaren sınıfın ağası gibi davranır ve işler karışır. Okula yeni gelen sadece Bilo değildir, tam bir erkek düşmanı Hürrem hoca da yenidir okulda. Sınıfta ise herkes tarafından Ayşe ile Ömer'in aşkı konuşulmaktadır. Ve olan olur, Ayşe hamile kalır. Ayşe'nin hamileliğini saklamak hiç de kolay olmayacaktır.Birbirinden eğlenceli karakterleriyle, güçlü bir komedi serisi olan Hababam Sınıfı serisinin beşinci filmi olarak karşımıza çıkan yapımda, ilk dört filmin yönetmeni Ertem Eğilmez yerini Kartal Tibet'e bırakmış.","['Dramatik komedi', 'Romantik']",None,"['Münir Özkul', 'Şener Şen', 'İlyas Salman']",['Kartal Tibet'],https://tr.web.img3.acsta.net/c_310_420/pictures/bzp/01/186608.jpg
Küre,"Pasifik Okyanusun uçsuz bucaksız derinliklerinde esrarengiz bir batık gemi keşfedilir. Gemiyi araştırmak için bir araya gelen bir grup bilim adamı, bu tuhaf geminin sırrını çözmeye kararlıdır. Geminin içerisinde bulunan bir küre, Amerikan hükümeti tarafından tanımlanamayan uçan obje olarak anlandırılır. Kürenin içinde olan bir bilgisayar klavyesinin üzerinde ise ‘Amerika-2048’ yazmaktadır. Kürenin gelecek zamandan geldiğine kanaat getiren ekip, esrarengiz objenin sunduğu diğer gizemleri çözmeye çabalarken kendileriyle yüzleşmek durumunda kalacaklardır. Amerikan sinemasının en önemli yönetmenlerinden biri olan Barry Levinson’ın yönettiği film müthiş oyuncu kadrosuyla ayrıca dikkat çekiyor. Filmin başrollerinde Dustin Hoffman, Sharon Stone, Samuel L. Jackson, Queen Latifah ve Liev Schreiber gibi isimler var.","['Korku', 'Bilimkurgu', 'Gerilim']",10 Nisan 1998,"['Dustin Hoffman', 'Sharon Stone', 'Samuel L. Jackson']",['Barry Levinson'],https://tr.web.img4.acsta.net/c_310_420/pictures/bzp/02/16650.jpg
Yeni Bir Yaşam,"George Monroe, kendi hayatının da mimarı olmak isteyen bir mimardır. Tek hayali tüm sevdikleriyle beraber yaşayabileceği bir yerde bulunmaktır. Bu hayalini gerçekleştirmek isteyen George, yeni bir ev yapmaya karar verir. Bu hayalini paylaşan karısı kısa bir süre sonra George'u terk eder. Artık George'un destekçisi, oğlu, komşularının kızı ve eski karısı olacaktır...",['Dram'],31 Mayıs 2002,"['Kevin Kline', 'Kristin Scott Thomas', 'Jena Malone']",['Irwin Winkler'],https://tr.web.img3.acsta.net/c_310_420/medias/nmedia/18/80/20/18/19544789.jpg
Beni Adınla Çağır,"1983 yılı yazı sırasında 17 yaşındaki Amerikalı-İtalyan Elio Perlman günlerini ailesinin İtalya'nın kuzeyindeki 17. yüzyıldan kalma villasında klasik müzik yaparak, okuyarak ve arkadaşı Marzia ile flört ederek geçirmektedir. Elio, Greko-Roma kültüründe uzmanlaşmış seçkin bir profesör olan babası ve onu elit kesim meyveleriyle, doğal lezzetlerle şımartan, çevirmen olan annesi Annella ile bir arada olmaktan ziyadesiyle memnundur. Elio'nun olgunluğu ve entelektüel birikimi, onu tam teşekküllü bir yetişkin gibi gösteriyor olsa da, özellikle kalpteki konularda onun hakkında hala masum ve biçimlenmemiş olan çok şey vardır. Bir gün, doktorasını sürdüren büyüleyici bir Amerikalı bilim adamı olan Oliver Elio'nun babasına yardım etmek göreviyle yıllık yaz stajyeri olarak villaya gelir. Güneşin ışıltılarının arasında Elio ve Oliver hayatlarını sonsuza dek değiştirecek bir yaz boyunca yeşermekte olan arzunun güzelliğini keşfedeceklerdir...Ünlü yönetmen Luca Guadagnino'nun senaristlerinden biri olduğu ve yönettiği filmin oyuncu kadrosunda ise Armie Hammer, Elena Bucci, Vanda Capriolo, Amira Casar, Timothée Chalamet, Victoire Du Bois ve Esther Garrel yer alıyor.","['Dram', 'Romantik']",23 Şubat 2018,"['Armie Hammer', 'Timothée Chalamet', 'Michael Stuhlbarg']",['Luca Guadagnino'],https://tr.web.img2.acsta.net/c_310_420/pictures/18/02/01/13/59/1448908.jpg
Öldüren Hatıralar,"Gerilim sinemasının büyük ustası Alfred Hitchcock ?Öldüren Hatıralar'da Sigmund Freud?un psikanaliz teorileriyle bir cinayet çözümlemesi yapıyor. Hitchcock'un düş sekansları için ressam Salvador Dali?yle çalıştığı film, göreve yeni atanan müdürünü bekleyen bir akıl hastanesinde başlıyor. Doktor Ballantine'in gelişiyle merakları bir kat daha artan hastane sakinleri, doktorun kimi tuhaf hallerine anlam vermekte zorlanacak, hatta içlerinde onun katil olduğunu ileri sürenler bile olacaktır.","['Gerilim', 'Polisiye']",None,"['Gregory Peck', 'Ingrid Bergman', 'Leo G. Carroll']",['Alfred Hitchcock'],https://tr.web.img3.acsta.net/c_310_420/pictures/bzp/04/2741.jpg
Aşk ve Canavarlar,"Aşk ve Canavarlar, hayallerindeki kız ile birlikte olabilmek için canavarlarla dolu kıyamet sonrası bir dünyada hayatta kalmaya çalışan bir adamın hikayesini anlatıyor. Filmin yönetmen koltuğunda Michael Matthews oturuyor.","['Bilimkurgu', 'Macera', 'Komedi']",14 Nisan 2021,"[""Dylan O'Brien"", 'Jessica Henwick', 'Michael Rooker']",['Michael Matthews'],https://tr.web.img2.acsta.net/c_310_420/pictures/20/10/01/10/37/5061463.jpg
Yılan Gözler,"Rick Santoro, kendi teşkilatı tarafından lekelenmiş bir polis dedektifidir. Bir boks müsabakasını takip etmek için eski dostu Kevin ile bir araya gelir. Kevin eski bir denizcidir ancak artık Savunma Bakanlığı'nda görev alan oldukça yüksek rütbeli bir diplomat olmuştur. Bakan da bu maçı takip etmeye gelenler arasında yerini almıştır. Maç esnasında yapılan bir suikast bakanın ölümüne sebebiyet verir. Bunun üzerine tüm salon birbirine girer, kaotik bir ortam oluşur. Rick, bu olayı çözmek için varını yoğunu ortaya koyacaktır.","['Polisiye', 'Dram', 'Gerilim']",20 Kasım 1998,"['Nicolas Cage', 'John Heard', 'Gary Sinise']",['Brian De Palma'],https://tr.web.img4.acsta.net/c_310_420/pictures/bzp/02/19439.jpg
Nisan Devrimi,"Nisan Devrimi, 25 Nisan 1974'te ordu güçleri tarafından Portekiz'deki faşist diktatörlüğün sonlandırıldığı 'Karanfil Devrimi'nin öncesini konu alır. Uzun bir süredir ülkeyi son derece katı bir şekilde yöneten başbakan António de Oliveira Salazar, faşist yönetimiyle halka terör anları yaşatmaktadır. Onlarca masum insan hiç uğruna canlarını kaybederken, ölümcül işkenceler ve her anlamda yapılan tutucu baskılar ülkeyi yaşanılmaz hale getirmiştir. Gizli servisin yürüttüğü bu operasyonları durdurmaya karar veren devrimci bir grup, tanklarıyla başkent Lizbon'a doğru yola çıkar. Bu kanlı demokrasi savaşı insanlık tarihinin en kanayan yaralarından biridir.",['Dram'],26 Ocak 2001,"['Stefano Accorsi', 'Joaquim de Almeida', 'Frédéric Pierrot']",['Maria de Medeiros'],https://tr.web.img3.acsta.net/c_310_420/medias/nmedia/18/80/16/15/19544356.jpg
Prime,"Otuz yedi yaşında güzel bir fotoğrafçı olan Rafi Gadret renkli ve telaşlı bir Manhattan gününde, henüz boşanmış ve ortalıkta dolanmaktadır. Bu sırada David Bloomberg ile tanışır. Kendisi 23 yaşında henüz üniversiteyi bitirmiş bir ressamdır. Rafi’nin terapisti Dr Lisa Metzger uzun bir süredir Rafi’nin biri ile yakınlaşmak konusundaki korkuları üzerinde çalışmaktadır. Çok geçmeden Rafi’nin hayatına giren bu genç adamın kendi oğlu David olduğunu anlayana doktor ne yapacağını bilemez. Rafi ve David için aralarındaki yaş farkına ek olarak daha bir sürü engeller vardır. Geçmiş yaşam düzenleri de tamamen farklıdır. Üstelik David’in annesi son derece gelenekçi bir tiptir.","['Komedi', 'Romantik']",None,"['Uma Thurman', 'Meryl Streep', 'Bryan Greenberg']",['Ben Younger'],https://tr.web.img2.acsta.net/c_310_420/pictures/bzp/03/54786.jpg
Dune:Çöl Gezegeni,"Uzak bir gelecekte geçen ""Dune"", ailesi çöl gezegeni Arrakis’in kontrolüne sahip olan Paul Atreides’in hikayesini anlatıyor. Galaksinin farklı noktalarındaki gezegenler, rakip feodal aileler tarafından yönetilmektedir. Çok değerli bir kaynağın tek üreticisi olan çöl gezegeni Arrakis'in kontrolü asil aileler arasında son derece talep görmektedir. ""Baharat"" adı verilen bu kaynak, yüksek bilinç ve uzun bir yaşam süresi sunarken, beraberinde çok ciddi yan etkileri de getirmektedir. Ayrıca yıldızlararası yollarda gezinmeye yardımcı olan kaynak da bu ""baharat""tır. Bu kaynağı elde etmek isteyen feodal rakiplerden Harkonen ailesi tarafından Paul ve ailesine tuzak kurulur. Bu tuzağın sonucunda Paul'un ailesi darmadağın olarak firari hale gelir. Paul, ailesinin Arrakis kontrolünü yeniden kazanması için bir isyan başlatırken, tüm evrenin seyrini değiştirebilme ihtimalini yakalayacaktır.Frank Herbert'in 1965 yılında yazdığı ""Dune"" romanının televizyon ve beyaz perde haklarını satın alan Legendary Entertainment yapımı yeniden uyaramanın yönetmen koltuğunda Arrival, Sicario ve Blade Runner 2049 ile son yıllara damgasını vuran Oscar adayı yönetmen Denis Villeneuve oturuyor. Eric Roth'un senaryosunu üstleneceği filmin yapımcılığını ise Thomas Tull, Mary Parent ve Cale Boyter yapıyor.","['Bilimkurgu', 'Dram']",22 Ekim 2021,"['Timothée Chalamet', 'Rebecca Ferguson', 'Oscar Isaac']",['Denis Villeneuve'],https://tr.web.img2.acsta.net/c_310_420/pictures/21/10/13/11/52/2707524.jpg
Chappie,"Yakın bir gelecekte geçen hikayede, mekanik robotlardan oluşan polis güçleri, devletin baskıcı tutumu ile sistemin yegane kollukkuvveti haline gelmiştir. Ancak, insanlar gitgide usandıkları bu robotlara karşı koymaya hazırlığındadıdrlar. Bu robot polislerden birisi, bir çete tarafından çalınır ve yazılımcı Deon tarafından yeniden programlanır. Deon ilk kez kendi adına düşünen ve hisseden bir robot yapmayı başarır. Chappie adını alan bu robot kısa süre içerisinde düzene ve insanlığa karşı bir tehdit olarak algılanacaktır....Bilimkurgu ve komedi türlerlerini harmanlayan filmin yönetmen koltuğunda, 'District 9' adlı düşük bütçeli yapıtıyla bilimkurgu türüne bambaşka bir boyut kazandırdıktan sonra 'Elysium' filmiyle kendi bilimkurgu dilini oluşturan Neill Blomkamp oturuyor. Filmin başrollerindeyse Dev Patel, Hugh Jackman, Sigourney Weaver ve Yo-Landi Visser gibi isimler yer alıyor.","['Aksiyon', 'Bilimkurgu']",6 Mart 2015,"['Sharlto Copley', 'Dev Patel', 'Hugh Jackman']",['Neill Blomkamp'],https://tr.web.img3.acsta.net/c_310_420/pictures/15/02/16/16/28/231403.jpg
Peki Ya Bob?,"Bob Wiley, hat safhada takıntılı ve bu takıntıları yüzünden hayatını tam bir cehennem azabına çevirmiş olan bir adamdır. Artık daha fazla bu şekilde yaşayamayacağına, bu soruna bir çözüm bulması gerektiğine karar verir. Yapması gereken tek şey bir psikolog bulmaktır.Fakat bulduğu psikologlar da kendisinin bu takıntılı ve obsesif haline dayanamamakta ve doktoru olmayı bırakmaktadırlar. En son psikoloğu da Bob’a tahammül edemez ve onu bir başka doktora, Dr. Leo Marvin’e gönderir.Başına geleceklerden habersiz, Bob’u kabul eden Marvin, ona kendisinin ailesi ile birlikte tatilde olacağı süre boyunca okuması için kendi yazdığı bir psikoloji kitabını verir. Fakat kitapla birlikte Bob’un bütün tatil boyunca peşinden ayrılmayağından habersizdir. Tam bir kovalamaca şeklinde geçecek olan bu tatil, Marvin için kabusa dönüşecektir.Yönetmenlik ve oyunculuk kariyerinde başarılı işlere imza atmış olan Frank Oz’un bu eğlenceli komedisi, Bill Murray ve Richard Dreyfuss’un unutulmaz oyunculukları ile akıllara kazınıyor.",['Komedi'],None,"['Bill Murray', 'Richard Dreyfuss', 'Julie Hagerty']",['Frank Oz'],https://tr.web.img3.acsta.net/c_310_420/pictures/bzp/04/108544.jpg
